"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","23af940fe4c903909556d6e8cb6bf452","8d69f6eaf0b375ff4e8a516a4c56c16c","8d69f6eaf0b375ff4e8a516a4c56c16c"
"r-release-linux-x86_64","11e39cc9d42b831d925580a280bf1598","8d69f6eaf0b375ff4e8a516a4c56c16c","8d69f6eaf0b375ff4e8a516a4c56c16c"
